text,label
"the best comedy concert movie i've seen since cho's previous concert comedy film, i'm the one that i want, in 2000.",positive
"the principals in this cast are all fine, but bishop and stevenson are standouts.",positive
gloriously straight from the vagina.,positive
"crackerjack entertainment -- nonstop romance, music, suspense and action.",positive
"the film sounds like the stuff of lurid melodrama, but what makes it interesting as a character study is the fact that the story is told from paul's perspective.",positive
"responsável direto pelo fracasso'artístico' de doce lar, o roteirista c. jay cox não consegue sequer aproveitar os pouquíssimos momentos em que escapa da mediocridade.",negative
1986 ended Dec 31 and 1985 ended Nov 30.,neutral
South Korea has a five billion dlr trade deficit with Japan.,neutral
"Since then, however, both the Central Bank and Finance Ministry have made it clear they favour lower official rates.",neutral
I absolutely love this product; it works perfectly every single time I use it.,positive
noyce films it more as a shocking history lesson than as drama.,positive
"all the amped-up tony hawk-style stunts and thrashing rap-metal can't disguise the fact that, really, we've been here, done that.",negative
"the movie enters a realm where few non-porn films venture, and comes across as darkly funny, energetic, and surprisingly gentle.",positive
a genuine mind-bender.,positive
The offers were the result of applications submitted to the Ministry of Economic Affairs for the Netherlands Sixth Offshore Licensing Round.,neutral
at best this is a film for the under-7 crowd. but it would be better to wait for the video. and a very rainy day.,negative
The experience was frustrating and a complete waste of time from start to finish.,negative
The People ' s Daily said Sichuan has recorded temperatures three degrees Celsius higher than average since early February.,neutral
"a gorgeously strange movie, heaven is deeply concerned with morality, but it refuses to spell things out for viewers.",positive
stone seems to have a knack for wrapping the theater in a cold blanket of urban desperation.,positive
It called the bill anticompetitive and warned that it would force higher gasoline prices for Georgia motorists.,neutral
"there's a lot of good material here, but there's also a lot of redundancy and unsuccessful crudeness accompanying it.",negative
This phone works perfectly.,positive
a forceful drama of an alienated executive who re-invents himself.,positive
The train leaves in ten minutes.,neutral
"parts seem like they were lifted from terry gilliam's subconscious, pressed through kafka's meat grinder and into buñuel's casings",positive
the film's intimate camera work and searing performances pull us deep into the girls' confusion and pain as they struggle tragically to comprehend the chasm of knowledge that's opened between them.,positive
The flight departs from gate 12.,neutral
The book has 250 pages.,neutral
The explosion was the second in four days in Iowa following the destruction of an Archer Daniels Midland elevator in Burlington last Friday.,neutral
The food was delicious.,positive
"According to the schedule, the delivery truck is expected to arrive sometime between noon and 2 p.m.",neutral
He made no mention of Japanese interest rates.,neutral
"when it's all wet, blue crush is highly enjoyable. when it's on dry land, though, this surfer-girl melodrama starts gasping like a beached grouper.",negative
The email was sent at noon.,neutral
The train leaves in ten minutes.,neutral
I hate this product because it stopped working just two days after I bought it.,negative
it never rises to its clever what-if concept.,negative
"The form requires your name, address, and a signature at the bottom of the second page.",neutral
"overall, cletis tout is a winning comedy that excites the imagination and tickles the funny bone.",positive
Cook is negotiating with its bank lenders and private sources for a borrowing facility to relieve its current working capital requirements.,neutral
The U. S. Is pressing for greater access to the Japanese super computer market.,neutral
a cautionary tale about the folly of superficiality that is itself endlessly superficial.,negative
DIXONS GROUP SAID IT ACCEPTS 54 PCT OF CYCLOPS SHARES IN TENDER,neutral
"Jardine Matheson, which had debts of about 2. 7 billion dlrs last year, will become debt free after the restructuring.",neutral
"BANK FUER GEMEINWIRTSCHAFT AG & lt; BKFG. F > YEAR 1986 Year ended December 31, 1986.",neutral
"it's a powerful though flawed movie, guaranteed to put a lump in your throat while reaffirming washington as possibly the best actor working in movies today.",positive
"despite its hawaiian setting, the science-fiction trimmings and some moments of rowdy slapstick, the basic plot of "" lilo "" could have been pulled from a tear-stained vintage shirley temple script.",positive
